folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment,promis_slp_rel_imp_score,PROMIS Sleep-Related Impairment: Total Score,"Summary score for the PROMIS Sleep-Related Impairment instrument. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. Higher score indicates more severe sleep related impairment.[Yu L et al, 2012 (PMID: 22250775)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3261577/)<br><br> [Search for all PROMIS SRI variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissri)",integer,,,promissri_total;promissri;sleep_related_impairment,,,
Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment,promis_slp_rel_imp_tscore,PROMIS Sleep-Related Impairment: T Score Calculation,"Summary score for the PROMIS Sleep-Related Impairment instrument. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. Higher score indicates more severe sleep related impairment.[Yu L et al, 2012 (PMID: 22250775)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3261577/)<br><br> [Search for all PROMIS SRI variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissri)",numeric,,,promissri_total;promissri;sleep_related_impairment,,,
Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment,promis_trouble_stay_awake_day,PROMIS Sleep-Related Impairment: Trouble staying awake during the day,"Item from the PROMIS Sleep Related Impairment instrument. [Yu L et al, 2012 (PMID: 22250775)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3261577/)<br><br> [Search for all PROMIS SRI variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissri)",choices,,promis,promissri_08stayawake;promissri;sleep_related_impairment;subjective_sleepiness,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,primos_sleep_try_hard,PROMIS Sleep Disturbance Short Form 8a: I tried hard to get to sleep,"Item from the PROMIS Sleep Disturbance instrument Short Form 8a. [Buysse et al, 2010 (PMID: 20550019)](https://pubmed.ncbi.nlm.nih.gov/20550019/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",choices,,promis,promissd_06triedhard;promissd;insomnia,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,promis_diff_fall_asleep,PROMIS Sleep Disturbance Short Form 8a: I had difficulty falling asleep,"Item from the PROMIS Sleep Disturbance instrument Short Form 8a. [Buysse et al, 2010 (PMID: 20550019)](https://pubmed.ncbi.nlm.nih.gov/20550019/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",choices,,promis,promissd_04fallaslp;promissd;insomnia;SleepHealth_insomnia,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,promis_fall_asleep_worry,PROMIS Sleep Disturbance Short Form 8a: I worried about not being able to fall asleep,"Item from the PROMIS Sleep Disturbance instrument Short Form 8a. [Buysse et al, 2010 (PMID: 20550019)](https://pubmed.ncbi.nlm.nih.gov/20550019/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",choices,,promis,promissd_07worry;promissd;insomnia;sleep_hygiene;sleep_satisfaction,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,promis_prob_sleep,PROMIS Sleep Disturbance Short Form 8a: I had a problem with my sleep ,"Item from the PROMIS Sleep Disturbance instrument Short Form 8a. [Buysse et al, 2010 (PMID: 20550019)](https://pubmed.ncbi.nlm.nih.gov/20550019/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",choices,,promis,promissd_05problem;promissd;sleep_satisfaction,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,promis_sleep_dist_score,PROMIS Sleep Disturbance Short Form 8a: Total Score,"Calculated - Summary score for the PROMIS Sleep Disturbance Short Form 8a. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. A T-score of 60 corresponded to significant sleep problems (roughly 1 SD worse than average). [Yu L et al, 2012 (PMID: 22250775)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3261577/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",integer,,,promissd_total;promissd;insomnia,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,promis_sleep_dist_tscore,PROMIS Sleep Disturbance Short Form 8a: T Score Calculation,"Calculated - Summary score for the PROMIS Sleep Disturbance Short Form 8a. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. A T-score of 60 corresponded to significant sleep problems (roughly 1 SD worse than average). [Yu L et al, 2012 (PMID: 22250775)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3261577/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",numeric,,,promissd_total;promissd;insomnia,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,promis_sleep_quality,PROMIS Sleep Disturbance Short Form 8a: My sleep quality was,"Item from the PROMIS Sleep Disturbance instrument Short Form 8a. [Buysse et al, 2010 (PMID: 20550019)](https://pubmed.ncbi.nlm.nih.gov/20550019/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",choices,,good_poor,promissd_08slpqual;promissd;sleep_quality,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,promis_sleep_refresh,PROMIS Sleep Disturbance Short Form 8a: My sleep was refreshing ,"Item from the PROMIS Sleep Disturbance instrument Short Form 8a. [Buysse et al, 2010 (PMID: 20550019)](https://pubmed.ncbi.nlm.nih.gov/20550019/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",choices,,promis_re,promissd_03refresh;promissd;sleep_quality;sleep_satisfaction,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,promis_sleep_restless,PROMIS Sleep Disturbance Short Form 8a: My sleep was restless,"Item from the PROMIS Sleep Disturbance instrument Short Form 8a. [Buysse et al, 2010 (PMID: 20550019)](https://pubmed.ncbi.nlm.nih.gov/20550019/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",choices,,promis,promissd_01restless;promissd;sleep_quality;sleep_satisfaction,,,
Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance,promis_sleep_satisfied,PROMIS Sleep Disturbance Short Form 8a: I was satisfied with my sleep,"Item from the PROMIS Sleep Disturbance instrument Short Form 8a. [Buysse et al, 2010 (PMID: 20550019)](https://pubmed.ncbi.nlm.nih.gov/20550019/)<br><br> [Search for all PROMIS SD variables within this dataset](https://sleepdata.org/datasets/mecfs/variables?search=promissd)",choices,,promis_re,promissd_02satisfied;promissd;sleep_satisfaction;SleepHealth_satisfaction,,,
Sociodemographics,disability_status,Disability status,,choices,,disability,,,,
Sociodemographics/Education,education,Education,,choices,,education,,,,
Sociodemographics,marital_status,Marital Status,,choices,,marry,,,,
Sociodemographics,age_at_evaluation,Age at Evaluation,,numeric,years,,,,,
Sociodemographics,birth_sex,Birth Sex,,choices,,sex,,,,
Sociodemographics,ethnic_group,Ethnic Group,,choices,,ethnicity,,,,
Sociodemographics,gender,Gender,,choices,,sex,,,,
Sociodemographics,race,Race,,choices,,race,,,,
